t_us,prototype_id,quality_coefficient,score_before_quality,final_score,threshold,baseline_ready,evidence,no_match_reason,input_present_hr_bpm,raw_hr_bpm,baseline_median_hr_bpm,baseline_scale_hr_bpm,z_hr_bpm,input_present_rmssd_ms,raw_rmssd_ms,baseline_median_rmssd_ms,baseline_scale_rmssd_ms,z_rmssd_ms,input_present_total_power_ms2,raw_total_power_ms2,baseline_median_total_power_ms2,baseline_scale_total_power_ms2,z_total_power_ms2,input_present_vlf_ms2,raw_vlf_ms2,baseline_median_vlf_ms2,baseline_scale_vlf_ms2,z_vlf_ms2,input_present_lf_ms2,raw_lf_ms2,baseline_median_lf_ms2,baseline_scale_lf_ms2,z_lf_ms2,input_present_hf_ms2,raw_hf_ms2,baseline_median_hf_ms2,baseline_scale_hf_ms2,z_hf_ms2,input_present_lf_nu,raw_lf_nu,baseline_median_lf_nu,baseline_scale_lf_nu,z_lf_nu,input_present_hf_nu,raw_hf_nu,baseline_median_hf_nu,baseline_scale_hf_nu,z_hf_nu,input_present_lf_hf,raw_lf_hf,baseline_median_lf_hf,baseline_scale_lf_hf,z_lf_hf,input_present_median_frequency_hz,raw_median_frequency_hz,baseline_median_median_frequency_hz,baseline_scale_median_frequency_hz,z_median_frequency_hz,input_present_resonance_share,raw_resonance_share,baseline_median_resonance_share,baseline_scale_resonance_share,z_resonance_share,input_present_lf_peak_frequency_hz,raw_lf_peak_frequency_hz,baseline_median_lf_peak_frequency_hz,baseline_scale_lf_peak_frequency_hz,z_lf_peak_frequency_hz,input_present_lf_peak_prominence_ratio,raw_lf_peak_prominence_ratio,baseline_median_lf_peak_prominence_ratio,baseline_scale_lf_peak_prominence_ratio,z_lf_peak_prominence_ratio
8640542043,RESONANCE_0P1,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,70.754967,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8640542043,PHASED_VIPASSANA,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,70.754967,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8640542043,AROUSAL_MEDITATION,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,70.754967,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8640542043,TRAINED_VIPASSANA_SHIFT,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,70.754967,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8640542043,SLOW_RECOVERY_VLF,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,70.754967,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8640542043,INWARD_QUIET,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,70.754967,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8661174047,RESONANCE_0P1,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,77.319189,0.000000,0.000000,0.000000,1,40.486757,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8661174047,PHASED_VIPASSANA,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,77.319189,0.000000,0.000000,0.000000,1,40.486757,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8661174047,AROUSAL_MEDITATION,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,77.319189,0.000000,0.000000,0.000000,1,40.486757,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8661174047,TRAINED_VIPASSANA_SHIFT,0.000000,0.000000,0.000000,0.700000,0,,NO_MATCH: BASELINE_NOT_READY,1,77.319189,0.000000,0.000000,0.000000,1,40.486757,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
